test_index,perturbations,exact_match_rate,jaccard_mean
161,8,0.125,0.6166666666666666
162,8,0.0,0.30476190476190473
163,8,0.0,0.4666666666666667
164,8,0.75,0.8583333333333333
165,8,0.0,0.5666666666666667
166,8,0.0,0.53125
167,8,0.0,0.37619047619047624
168,8,0.125,0.5333333333333332
169,8,0.0,0.46666666666666673
170,8,0.0,0.4583333333333333
171,8,0.0,0.34285714285714286
172,8,0.125,0.4595238095238096
173,8,0.25,0.6520833333333333
174,8,0.25,0.5666666666666668
175,8,0.0,0.4666666666666667
176,8,0.25,0.5166666666666666
177,8,0.375,0.7020833333333333
178,8,0.125,0.6208333333333333
179,8,0.125,0.4928571428571429
180,8,0.0,0.61875
181,8,0.0,0.3523809523809524
182,8,0.375,0.6166666666666666
183,8,0.125,0.48333333333333334
184,8,0.125,0.5499999999999999
185,8,0.25,0.6333333333333334
186,8,0.0,0.5
187,8,0.0,0.37916666666666665
188,8,0.375,0.5595238095238095
189,8,0.125,0.5166666666666667
190,8,0.125,0.5166666666666666
191,8,0.0,0.4761904761904762
192,8,0.125,0.55
193,8,0.25,0.5711309523809524
194,8,0.0,0.5249999999999999
195,8,0.125,0.55
196,8,0.0,0.5666666666666667
197,8,0.125,0.5958333333333333
198,8,0.125,0.5166666666666667
199,8,0.0,0.3523809523809524
200,8,0.0,0.5
201,8,0.0,0.42916666666666664
202,8,0.125,0.45952380952380956
203,8,0.125,0.5770833333333334
204,8,0.0,0.41904761904761906
205,8,0.25,0.5428571428571429
206,8,0.0,0.38571428571428573
207,8,0.25,0.50625
208,8,0.0,0.3854166666666667
209,8,0.25,0.6083333333333334
210,8,0.125,0.5833333333333334
211,8,0.0,0.5
212,8,0.125,0.5333333333333333
213,8,0.25,0.6333333333333333
214,8,0.0,0.5458333333333333
215,8,0.125,0.42619047619047623
216,8,0.125,0.5770833333333334
217,8,0.125,0.48958333333333326
218,8,0.0,0.4666666666666667
219,8,0.125,0.6208333333333333
220,8,0.25,0.5354166666666667
221,8,0.25,0.5937500000000001
222,8,0.0,0.43333333333333335
223,8,0.375,0.5595238095238095
224,8,0.125,0.5261904761904763
225,8,0.25,0.6
226,8,0.0,0.5895833333333333
227,8,0.0,0.49999999999999994
228,8,0.0,0.4761904761904762
229,8,0.125,0.45952380952380956
230,8,0.125,0.49285714285714294
231,8,0.125,0.625
232,8,0.0,0.37619047619047624
233,8,0.125,0.48333333333333334
234,8,0.0,0.40952380952380957
235,8,0.125,0.5479166666666666
236,8,0.0,0.48749999999999993
237,8,0.0,0.4761904761904762
238,8,0.0,0.4761904761904762
239,8,0.375,0.6166666666666667
240,8,0.0,0.4
241,8,0.125,0.5770833333333333
242,8,0.125,0.41666666666666663
243,8,0.125,0.5041666666666667
244,8,0.0,0.4583333333333333
245,8,0.25,0.6375
246,8,0.0,0.43333333333333335
247,8,0.0,0.5020833333333333
248,8,0.125,0.4357142857142857
249,8,0.125,0.5833333333333334
250,8,0.0,0.4428571428571429
251,8,0.125,0.475
252,8,0.0,0.4666666666666667
253,8,0.125,0.5333333333333333
254,8,0.25,0.5645833333333333
