model,auc,pr_auc,brier,log_loss,accuracy,precision,recall,f1,tn,fp,fn,tp
xcreditscore,0.7540708425211692,0.2902084905421403,0.05467115715146065,0.20939809493543673,0.9345777777777777,0.5273037542662116,0.20545212765957446,0.29569377990430623,20719,277,1195,309
