method,auc,pr_auc,brier,log_loss,ece,mce
raw,0.7540708425211692,0.2902084905421403,0.05467115715146065,0.20939809493543673,0.007007923382851814,0.035988499124049084
isotonic,0.752971247309518,0.2730938456633975,0.05438872426748276,0.211413765486228,0.0025726259018147967,0.010786169727943828
platt,0.7540708425211692,0.2902084905421403,0.055607805385504465,0.21544618770427063,0.01714470625075939,0.051030069160586805
