model,auc,pr_auc,brier,log_loss,accuracy,precision,recall,f1,tn,fp,fn,tp
xcreditscore,0.7521690643853954,0.5293459157744262,0.13932709395885468,0.4447139903658751,0.8084444444444444,0.587696335078534,0.4508032128514056,0.5102272727272728,3189,315,547,449
