test_index,block_index,feature_a,feature_b,dense_weight,old_phi_a,old_phi_b,old_baseline_f0,old_block_output_fab,old_identity_residual,new_phi_a,new_phi_b,new_pure_interaction,new_baseline_f0,new_block_output_fab,new_identity_residual
1212,6,TotalDelqEvents,NumInqLast6M,1.7021307945251465,0.0,0.03399736061692238,0.0004604070563800633,0.034457769244909286,0.0,0.0,0.01699868030846119,0.0,0.017459088936448097,0.034457769244909286,0.0
688,6,TotalDelqEvents,NumInqLast6M,1.7021307945251465,0.0,0.01699868217110634,0.0004604070563800633,0.017459088936448097,0.0,0.0,0.0,0.0,0.017459088936448097,0.017459088936448097,0.0
1025,6,TotalDelqEvents,NumInqLast6M,1.7021307945251465,0.0,0.03399736061692238,0.0004604070563800633,0.034457769244909286,0.0,0.0,0.01699868030846119,0.0,0.017459088936448097,0.034457769244909286,0.0
139,6,TotalDelqEvents,NumInqLast6M,1.7021307945251465,0.0,0.03399736061692238,0.0004604070563800633,0.034457769244909286,0.0,0.0,0.01699868030846119,0.0,0.017459088936448097,0.034457769244909286,0.0
679,6,TotalDelqEvents,NumInqLast6M,1.7021307945251465,0.0,0.06799472123384476,0.0004604070563800633,0.06845512986183167,0.0,0.0,0.05099604278802872,1.862645149230957e-09,0.017459088936448097,0.06845512986183167,0.0
1212,7,PercentInstallTrades,NumTrades90Ever2DerogPubRec,1.4658005237579346,-0.006136500742286444,0.0,0.006136500742286444,0.0,0.0,-0.006136500742286444,0.0,0.0,0.006136500742286444,0.0,0.0
688,7,PercentInstallTrades,NumTrades90Ever2DerogPubRec,1.4658005237579346,0.002067612949758768,0.0,0.006136500742286444,0.008204113692045212,0.0,0.002067612949758768,0.0,0.0,0.006136500742286444,0.008204113692045212,0.0
1025,7,PercentInstallTrades,NumTrades90Ever2DerogPubRec,1.4658005237579346,-0.006116442382335663,0.0,0.006136500742286444,2.005829992413055e-05,6.002665031701326e-11,-0.006116442382335663,0.0,0.0,0.006136500742286444,2.005829992413055e-05,6.002665031701326e-11
139,7,PercentInstallTrades,NumTrades90Ever2DerogPubRec,1.4658005237579346,0.20941898226737976,0.0,0.006136500742286444,0.21555548906326294,0.0,0.20941898226737976,0.0,0.0,0.006136500742286444,0.21555548906326294,0.0
679,7,PercentInstallTrades,NumTrades90Ever2DerogPubRec,1.4658005237579346,-0.004554928746074438,0.0,0.006136500742286444,0.0015815721126273274,1.1641532182693481e-10,-0.004554928746074438,0.0,0.0,0.006136500742286444,0.0015815721126273274,1.1641532182693481e-10
1212,8,NumInqLast6Mexcl7days,NumSatisfactoryTrades,1.5253279209136963,0.0,0.21582038700580597,0.0003017331182491034,0.2161221206188202,0.0,0.0,0.1385902464389801,0.0,0.07753187417984009,0.2161221206188202,0.0
688,8,NumInqLast6Mexcl7days,NumSatisfactoryTrades,1.5253279209136963,0.0,0.1074482649564743,0.0003017331182491034,0.10774999856948853,0.0,0.0,0.030218124389648438,0.0,0.07753187417984009,0.10774999856948853,0.0
1025,8,NumInqLast6Mexcl7days,NumSatisfactoryTrades,1.5253279209136963,0.0,0.000771468854509294,0.0003017331182491034,0.001073202001862228,0.0,0.0,-0.07645867019891739,0.0,0.07753187417984009,0.001073202001862228,1.979060471057892e-09
139,8,NumInqLast6Mexcl7days,NumSatisfactoryTrades,1.5253279209136963,0.0,0.15543359518051147,0.0003017331182491034,0.1557353287935257,0.0,0.0,0.07820345461368561,0.0,0.07753187417984009,0.1557353287935257,0.0
679,8,NumInqLast6Mexcl7days,NumSatisfactoryTrades,1.5253279209136963,0.0,0.032696548849344254,0.0003017331182491034,0.032998282462358475,0.0,0.0,-0.04453359171748161,0.0,0.07753187417984009,0.032998282462358475,0.0
1212,9,NumRevolvingTradesWBalance,NumTotalTrades,1.3861515522003174,0.0,-1.4523975551128387e-06,0.0005272367270663381,0.0005257843295112252,0.0,0.0,-1.4523975551128387e-06,0.0,0.0005272367270663381,0.0005257843295112252,0.0
688,9,NumRevolvingTradesWBalance,NumTotalTrades,1.3861515522003174,0.005379701964557171,0.0025119646452367306,0.0005272367270663381,0.00841890275478363,0.0,0.005379701964557171,0.0025119646452367306,0.005028529092669487,0.0005272367270663381,0.00841890275478363,0.0
1025,9,NumRevolvingTradesWBalance,NumTotalTrades,1.3861515522003174,0.0,2.033571945503354e-05,0.0005272367270663381,0.0005475724465213716,0.0,0.0,2.033571945503354e-05,0.0,0.0005272367270663381,0.0005475724465213716,0.0
139,9,NumRevolvingTradesWBalance,NumTotalTrades,1.3861515522003174,0.0,-2.3505999706685543e-06,0.0005272367270663381,0.0005248861270956695,0.0,0.0,-2.3505999706685543e-06,0.0,0.0005272367270663381,0.0005248861270956695,0.0
679,9,NumRevolvingTradesWBalance,NumTotalTrades,1.3861515522003174,0.0,1.169741153717041e-06,0.0005272367270663381,0.0005284064682200551,0.0,0.0,1.169741153717041e-06,0.0,0.0005272367270663381,0.0005284064682200551,0.0
1212,10,InquiryToTradeRatio,MSinceMostRecentDelq,0.9425417184829712,0.03819349408149719,0.08487418293952942,1.6826685168780386e-05,0.12308450788259506,7.450580596923828e-09,0.051069580018520355,0.0,0.0,0.07201492786407471,0.12308450788259506,0.0
688,10,InquiryToTradeRatio,MSinceMostRecentDelq,0.9425417184829712,0.025462331250309944,0.040650345385074615,1.6826685168780386e-05,0.06612950563430786,7.450580596923828e-09,0.026480522006750107,-0.03236594423651695,-7.450580596923828e-09,0.07201492786407471,0.06612950563430786,0.0
1025,10,InquiryToTradeRatio,MSinceMostRecentDelq,0.9425417184829712,0.01153011154383421,0.060039736330509186,1.6826685168780386e-05,0.07158667594194412,7.450580596923828e-09,-0.0004282519221305847,0.0,0.0,0.07201492786407471,0.07158667594194412,0.0
139,10,InquiryToTradeRatio,MSinceMostRecentDelq,0.9425417184829712,0.06110958755016327,0.1062183827161789,1.6826685168780386e-05,0.16734479367733002,0.0,0.09532986581325531,0.0,0.0,0.07201492786407471,0.16734479367733002,0.0
