model,auc,pr_auc,brier,log_loss,accuracy,precision,recall,f1,tn,fp,fn,tp
xcreditscore,0.7948986568986569,0.7953483235537504,0.18462127447128296,0.5502027377378097,0.7125557680050988,0.6752380952380952,0.8656898656898657,0.7586944890315677,409,341,110,709
