model,auc,pr_auc,brier,log_loss,accuracy,precision,recall,f1,tn,fp,fn,tp
xcreditscore,0.7934822954822954,0.7953678451215533,0.18486352264881134,0.5501927944196611,0.7170172084130019,0.6873126873126874,0.8400488400488401,0.756043956043956,437,313,131,688
